mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
2942,Sketchbook: Full Color's,TV,4-koma manga,13,Finished Airing,False,2007-10-02,2007-12-25,23 min per ep,G - All Ages,7.46,10629,2378,4353,35015,213,fall,2007,HAL Film Maker,Media Factory|Shochiku|AT-X|TV Tokyo Music|TYO|Mag Garden,Nozomi Entertainment,Slice of Life,CGDCT|Iyashikei|Visual Arts,Shounen,"To Sora Kajiwara, the world is full of wonderful and adorable things she wants to draw—cats being a popular object of her affection. Even though there are some things that can't be captured with a pencil and paper, she still brings her sketchbook wherever she goes. Her love of drawing eventually leads her to join her school's art club, despite her shy and childish personality.

Just like herself, all of Sora's fellow art club members have their own vivid imagination and personality to match. Through her interactions with the rest of the club, Sora begins to break out of her shell and see more of the world around her, taking every opportunity to sketch whatever is on her mind or in her heart.

[Written by MAL Rewrite]"
2986,Bamboo Blade,TV,Manga,26,Finished Airing,False,2007-10-02,2008-04-01,24 min per ep,PG-13 - Teens 13 or older,7.31,42548,3095,2514,92556,286,fall,2007,AIC ASTA,AIC|Square Enix|d-rights|Studio Tulip|KlockWorx|flying DOG,Funimation,Comedy|Sports,Combat Sports|School,Seinen,"Kojirou is the kendo instructor for Muroe High School and he's totally broke. But then an unexpected chance is given to him: his team must win against his senpai's team and the prize is: free meals for a whole year! Now, the only problem left... where to find girls skilled enough and willing to join the kendo team?"
2993,Rosario to Vampire,TV,Manga,13,Finished Airing,False,2008-01-03,2008-03-27,24 min per ep,R+ - Mild Nudity,6.73,415764,6580,320,728172,3603,winter,2008,Gonzo,GDH|Yomiko Advertising|Happinet Pictures|Atelier Musa|Shueisha|Sotsu Music Publishing|Imagine|Future Vision Music,Funimation,Comedy|Fantasy|Romance|Ecchi,Harem|School|Vampire,Shounen,"Youkai Academy is a seemingly normal boarding school, except that its pupils are monsters learning to coexist with humans. All students attend in human form and take normal academic subjects, such as literature, gym, foreign language, and mathematics. However, there is one golden rule at Youkai Academy—all humans found on school grounds are to be executed immediately!

Tsukune Aono is an average teenager who is unable to get into any high school because of his bad grades. His parents inadvertently enroll him into Youkai Academy as a last-ditch effort to secure his education. As Tsukune unknowingly enters this new world, he has a run-in with the most attractive girl on campus, Moka Akashiya. Deciding to stay in the perilous realm in order to further his relationship with Moka, he does not realize that beneath her beauty lies a menacing monster—a vampire.

Rosario to Vampire is a supernatural school comedy that explores Tsukune's romantic exploits, experiences, and misadventures with a b"
3000,Taiho Shichau zo: Full Throttle,TV,Manga,23,Finished Airing,False,2007-10-05,2008-03-28,24 min per ep,PG-13 - Teens 13 or older,7.25,4095,3524,6747,11966,6,fall,2007,Studio Deen,TBS,Sentai Filmworks,Action|Comedy,Adult Cast|Workplace,Seinen,"Miyuki Kobayakawa, fresh from forensics training in the United States and Natsumi Tsujimoto, from completing Japanese Self-Defense Force (JSDF) ranger training return in the long-awaited 3rd season of the highly popular series. This time, the duo rejoins active duty at Bokuto Police Department, fighting against crime using their wits and brawn, plus having some misadventures along the way. 

(Source: ANN)"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,TV,Manga,26,Finished Airing,False,2007-10-03,2008-04-02,23 min per ep,R - 17+ (violence & profanity),8.26,178413,364,693,391415,10885,fall,2007,Madhouse,VAP|Nippon Television Network|Arts Pro,Sentai Filmworks,Suspense,Adult Cast|High Stakes Game|Psychological|Strategy Game,Seinen,"After one of his coworkers fails to repay a debt, apathetic bum Kaiji Itou is pressured by loan sharks to settle the large sum of cash. Since Kaiji has little money and no future prospects of his own, he is unable to return what his colleague borrowed. Faced with massive financial burdens, Kaiji is given an offer to board the illustrious Espoir—it is said that ""one night aboard the ship, and all of your debts will be paid.""

What seems like a simple night of gambling quickly turns into a game of strategy and betrayal. With the losers of the tournament being subjected to a backbreaking life of indebted servitude, Kaiji must choose his actions—and allies—carefully. However, this is only the beginning of a series of gambles that will wager Kaiji's life, testing the full extent of his wits and will to survive.

[Written by MAL Rewrite]"
3024,Ribbon no Kishi,TV,Manga,52,Finished Airing,False,1967-04-02,1968-04-07,25 min per ep,PG-13 - Teens 13 or older,7.27,2236,3387,8234,7291,18,spring,1967,Mushi Production,Fuji TV,Nozomi Entertainment,Action|Fantasy|Mystery|Romance,Crossdressing,Shoujo,"In the kingdom of Silverland, Prince Sapphire holds a big secret: he is actually a girl. When Sapphire was born, she accidentally received both the blue heart of a boy and the pink heart of a girl. To protect the kingdom from the evil Duke Duralumin, who is the successor to the throne, Sapphire leads a double life, posing as a boy as women are not allowed to reign.

God assigns trainee angel Tink to retrieve Sapphire's boy heart, but she refuses to let go of it. As the Duke schemes to usurp the throne, Sapphire finds herself in an even worse predicament in the clash of her two identities—she falls for Prince Franz Charming from the neighboring kingdom. Sapphire and Tink now embark on exciting adventures, but along the way, they must fight various enemies to uphold the throne at all costs.

[Written by MAL Rewrite]"
3297,Aria the Origination,TV,Manga,13,Finished Airing,False,2008-01-08,2008-04-01,24 min per ep,G - All Ages,8.48,35015,172,1849,142133,4290,winter,2008,HAL Film Maker,Production I.G|TV Tokyo|Media Factory|Shochiku|Mag Garden,Nozomi Entertainment,Sci-Fi|Slice of Life,Iyashikei,Shounen,"In the 24th century on the planet Aqua, three girls—Akari Mizunashi, Alice Carroll, and Aika S. Granzchesta—continue to work hard toward achieving their goal of becoming Prima Undines: professional tour guide gondoliers. Luckily, the girls have the guidance of the three best Prima Undines in Neo-Venezia—Alicia Florence, Athena Glory, and Akira E. Ferrari—who are known as the ""Water Fairies"" in honor of their skill. With their help, the young apprentices train hard and work to overcome any situations that they find themselves in.

As these three young girls experience both the joys and hardships of life, they do their best to improve as tour gondoliers in Neo-Venezia, a terraformed replica of Venice.

[Written by MAL Rewrite]"
3455,To LOVE-Ru,TV,Manga,26,Finished Airing,False,2008-04-04,2008-09-26,24 min per ep,R+ - Mild Nudity,6.96,339068,5196,353,682259,4334,spring,2008,Xebec,TBS|Shueisha,Sentai Filmworks,Comedy|Romance|Sci-Fi|Ecchi,Harem|School,Shounen,"Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji—a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito.

To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage.

To LOVE-Ru depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru  is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics.

[Written by MAL"
3457,Vampire Knight,TV,Manga,13,Finished Airing,False,2008-04-08,2008-07-01,24 min per ep,PG-13 - Teens 13 or older,6.84,368227,5900,388,636229,7494,spring,2008,Studio Deen,TV Tokyo|Aniplex|Nihon Ad Systems,VIZ Media,Drama|Mystery|Romance|Supernatural,Love Polygon|School|Vampire,Shoujo,"The cheerful Yuuki Cross and the gruff Zero Kiryuu are members of the disciplinary committee at Cross Academy, which houses two very distinct classes: the Day Class and the Night Class. Their job consists of upholding order between the classes when they switch out. While that may not seem like an especially difficult task, the Day Class is unaware of the truth behind the Night Class—their utterly gorgeous students are vampires.

Ten years ago, Yuuki was saved from a vampire attack by Kaname Kuran, a Pureblood vampire. Now, Kaname is the leader of the Night Class, and Yuuki's disciplinary committee position allows her to see him again, making her feelings for him grow complicated. Meanwhile, Zero bears a white-hot hatred of all vampires and believes they can never live in harmony with humans. But a secret from Zero's past soon threatens the fragile peace of all at the academy, and things may never be the same again.

[Written by MAL Rewrite]"
3470,Special A,TV,Manga,24,Finished Airing,False,2008-04-07,2008-09-15,24 min per ep,PG-13 - Teens 13 or older,7.5,193182,2219,706,384955,2818,spring,2008,Gonzo|AIC,Showgate,Sentai Filmworks,Comedy|Romance,School,Shoujo,"Hikari Hanazono has always been able to do things that normal people cannot. As a child, she assumed no one could beat her—until she met Kei Takishima. Thinking she would win, Hikari challenged him to a match. But things didn’t go as planned; she lost not once but each time she rechallenged him. From that point on, she has sworn to best Kei at everything, ranging from academics to athletics.

To achieve her goal, Hikari enrolls in the same school as Kei—Hakusenkan, a prestigious institute for the wealthy. As a pair, they hold the top two rankings in school and are among seven of the academy's best students in a class known as Special A.

While Hikari treats Kei as a rival, she is completely oblivious that he harbors hidden feelings for her. Together, the members of Special A deal with competition, friendship, and just a bit of love.

[Written by MAL Rewrite]"
3588,Soul Eater,TV,Manga,51,Finished Airing,False,2008-04-07,2009-03-30,23 min per ep,PG-13 - Teens 13 or older,7.86,904261,1028,65,1766914,30329,spring,2008,Bones,TV Tokyo|Aniplex|Dentsu|Media Factory|Fonishia,Funimation,Action|Comedy|Fantasy,School,Shounen,"Death City is home to the famous Death Weapon Meister Academy (Shibusen), a technical academy headed by the Shinigami—Lord Death himself. Its mission: to raise Death Scythes for the Shinigami to wield against the many evils of their fantastical world. These Death Scythes, however, are not made from physical weapons; rather, they are born from human hybrids who have the ability to transform their bodies into Demon Weapons, and only after they have consumed the souls of 99 evil beings and one witch's soul.

Soul Eater Evans, a Demon Scythe who only seems to care about what's cool, aims to become a Death Scythe with the help of his straight-laced wielder, or meister, Maka Albarn. The contrasting duo work and study alongside the hot headed Black☆Star and his caring weapon Tsubaki, as well as the Shinigami's own son, Death the Kid, an obsessive-compulsive dual wielder of twin pistols Patty and Liz.

As they take on missions to collect souls and protect the city from the world's threats, the"
3615,Neo Angelique Abyss,TV,Visual novel,13,Finished Airing,False,2008-04-07,2008-06-30,24 min per ep,PG-13 - Teens 13 or older,6.8,15742,6146,4076,39903,124,spring,2008,Yumeta Company,Lantis|MediaNet|Pony Canyon|AT-X|Koei|TYO,Sentai Filmworks,Comedy|Fantasy|Romance,Reverse Harem,Josei,"While the young Angelique lives out her days peacefully in her school, attacks from the monstrous Thanatos has been increasing everywhere else. Two Purifiers show up one day, men with the power to exterminate the Thanatos. One of them, Nyx, attempts to convince Angelique to join them in their work, as she has the power to be the only female Purifier. As Angelique hesitates, a Thanatos shows up in their school. Nyx and the other Purifier, Rayne, fight a losing battle. With her classmates falling prey to the Thanatos, and the Purifiers beaten to submission, Angelique's desire to save everyone awakens. She became the only female Purifier in their land of Arcadia, the one known as the ""Queen's Egg""."
3616,Kamen no Maid Guy,TV,Manga,12,Finished Airing,False,2008-04-06,2008-06-22,24 min per ep,R+ - Mild Nudity,7.01,19696,4924,3873,44125,59,spring,2008,Madhouse,Frontier Works|Rondo Robe|AT-X|KlockWorx|Kinyosha|Geneon Entertainment,Discotek Media,Action|Comedy|Ecchi,Super Power,Shounen,"Fujiwara Naeka is a typical 17-year-old high school student. Or so we thought. She's really one of two surviving heirs of a tycoon who has the right to inherit his mass fortune when she turns 18 in half a year. Fubuki, a young and beautiful maid, and Kogarashi, a big burly maid guy with a mask, have been assigned to keep Naeka and her brother Kousuke safe from those who would plot their demise, and to steal the fortune she would inherit.

(Source: AniDB)"
3653,Kurogane no Linebarrels,TV,Manga,24,Finished Airing,False,2008-10-04,2009-03-21,23 min per ep,R - 17+ (violence & profanity),6.92,19547,5398,3822,45121,93,fall,2008,Gonzo,Akita Shoten|Sotsu Music Publishing,Funimation,Sci-Fi,Mecha,Seinen,"Fourteen-year-old Kouichi Hayase's life has always been a mediocre one, if not dismal. However, those days of being bullied by classmates and escaping to a fantasy of being a hero are put to an end when a certain ""accident"" bestows on him a girl and a gigantic humanoid robot called ""LINEBARREL."" The extraordinary power that Kouichi obtains puts him and everything around him on a sudden rollercoaster ride of battles, intrigues and friendship! During the course of his adventure, the boy starts to learn what life has to offer; he meets new friends, bids farewell to the old ones, but most of all he now has considerable responsibilities and is forced to confront the world around him.

(Source: Official site)"
3655,Nabari no Ou,TV,Manga,26,Finished Airing,False,2008-04-07,2008-09-29,24 min per ep,PG-13 - Teens 13 or older,7.25,68523,3510,1585,173252,1235,spring,2008,J.C.Staff,Square Enix|Rakuonsha|Kinyosha|Geneon Entertainment,Funimation,Action|Drama|Supernatural,Martial Arts,Shounen,"Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu ""Shinrabanshou,"" a powerful technique many ninja clans desire so they can become the ruler of Nabari. His classmate Kouichi Aizawa and English teacher Thobari Durandal Kumohira are both secretly Banten clan ninjas who have pledged themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ""club."" However, after numerous attacks, he finds no choice but to join their group as a means for his survival. Slowly, Miharu gets ever closer to becoming the ruler of Nabari.

[Written by MAL Rewrite]"
3731,Itazura na Kiss,TV,Manga,25,Finished Airing,False,2008-04-05,2008-09-25,24 min per ep,PG-13 - Teens 13 or older,7.39,152375,2696,932,298955,2993,spring,2008,TMS Entertainment,Bandai Visual|Trinity Sound,Discotek Media,Comedy|Romance,School,Shoujo,"When her newly-built home is razed to the ground by an earthquake, low-achieving, clumsy, and troublesome third-year high school student Kotoko Aihara is forced to share a roof with the school's—and possibly Japan's—smartest student, Naoki Irie. Kotoko is not actually a complete stranger to Irie-kun; unfortunately, a single love letter that she tried to give him in the past has already sealed her fate as far as he is concerned. Throw in some quirky friends and a meddlesome mother, and Kotoko might not even have a snowball's chance in hell of winning the older Irie boy's heart. Yet Kotoko remains optimistic that, because she now lives in his house, her unattainable crush on the genius since the beginning of high school has never been more within reach.

[Written by MAL Rewrite]"
3841,Chi's Sweet Home,TV,Manga,104,Finished Airing,False,2008-03-31,2008-09-25,3 min per ep,G - All Ages,7.68,28575,1485,3011,68640,473,spring,2008,Madhouse,TV Tokyo|Hakuhodo DY Media Partners,Discotek Media,Slice of Life,Pets,Seinen,"One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together.

These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her!

[Written by MAL Rewrite]"
3907,Ginga Sengoku Gunyuuden Rai,TV,Manga,52,Finished Airing,False,1994-04-08,1995-03-31,25 min per ep,PG-13 - Teens 13 or older,8,6067,745,5705,18241,95,spring,1994,E&G Films,TV Tokyo|SoftX|Arts Pro,Enoki Films,Adventure|Romance|Sci-Fi,Space,Shounen,"Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai, and the quest of several spacefaring factions for control of territory and, of course, the Empire."
3958,Kannagi,TV,Manga,13,Finished Airing,False,2008-10-04,2008-12-27,23 min per ep,PG-13 - Teens 13 or older,7.27,71551,3364,1533,179402,390,fall,2008,A-1 Pictures,Aniplex|Sony Music Entertainment|Ichijinsha,Bandai Entertainment,Comedy|Supernatural,School|Visual Arts,Shounen,"When he was a child and out catching bugs, Jin Mikuriya fatefully encountered a deity, which became the inspiration for his newest piece of art: The Tree Spirit. Trying to think of a way to bring the wooden statue to school, Jin believes that the rest of the day will be spent admiring his work. But before he can even lift it, the sculpture begins to absorb the earth around it and explodes into a cute girl!

The girl, Nagi, who introduces herself as a guardian of the earth, proclaims that Jin must help her get rid of the ""impurities"" that plague the land. But alas, due to Nagi's tree being cut down and her powers completely drained, she finds herself cleansing the impurities with only a magical wand! With their lives now intertwined, Jin and Nagi find ways to learn more about one another through the endless amounts of daily antics.

[Written by MAL Rewrite]"
3972,Yu☆Gi☆Oh! 5D's,TV,Manga,154,Finished Airing,False,2008-04-02,2011-03-30,24 min per ep,PG-13 - Teens 13 or older,7.49,89167,2267,1729,154235,1700,spring,2008,Gallop,TV Tokyo|Konami|Nihon Ad Systems|Shueisha,4Kids Entertainment,Action,Strategy Game,Shounen,"Yuusei Fudou is out to get back what was stolen from him.

The world of dueling has evolved, with Riding Duels becoming the peak of entertainment for the residents of Neo Domino City. They are played on D-Wheels, a hybrid between Duel Disks and motorbikes. After the mechanically skilled Yuusei managed to build his own D-Wheel, his former friend Jack Atlas stole it alongside Yuusei's best card, Stardust Dragon; ditching their decrepit hometown of Satellite, he escaped to Neo Domino City.

In the two years since then, Jack has risen to the top of the dueling world, while Yuusei has been making preparations thanks to the help of his friends. With his new D-Wheel finished, he now sets off to Neo Domino City, his only goal to find Jack. Unbeknownst to either of them, there are far bigger things at stake than they can imagine, with puppeteers pulling the strings behind the scenes.

[Written by MAL Rewrite]"
4021,Seiyou Kottou Yougashiten: Antique,TV,Manga,12,Finished Airing,False,2008-07-04,2008-09-19,22 min per ep,PG-13 - Teens 13 or older,7.02,16391,4880,3992,41923,115,summer,2008,Nippon Animation|Shirogumi,Dentsu|Fuji TV|Asmik Ace|Sony Music Entertainment|Shinshokan,Nozomi Entertainment,Boys Love|Comedy|Gourmet,Adult Cast|Workplace,Shoujo,"Even though he is the top salesman at his company, Keiichirou Tachibana decides to quit his job to open a bakery. While looking over résumés for a head patissier, one name sticks out in particular: Yuusuke Ono, the young man who confessed his feelings to Keiichirou in high school—and whom Keiichirou harshly shot down. Now, Yuusuke is known both as a genius patissier for his skills in the kitchen, and for possessing a demonic charm that attracts even straight men into his bedroom.

Despite their shared past, Keiichirou hires Yuusuke and starts working on making the bakery a success. Before long, the pair is joined by former boxer Eiji Kanda, who is searching for a new career after an injury forced him to retire early. Everything is looking up for the newly-opened bakery named Antique—but the ghosts of the employees' pasts threaten to upset their simple lives.

[Written by MAL Rewrite]"
4038,Zettai Karen Children,TV,Manga,51,Finished Airing,False,2008-04-06,2009-03-29,24 min per ep,PG-13 - Teens 13 or older,7.31,12916,3166,3598,49696,129,spring,2008,SynergySP,TV Tokyo|Half H.P Studio|Shogakukan Productions,Sentai Filmworks,Action|Comedy,Super Power,Shounen,"They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully ""The Children"" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls! 

(Source: Sentai Filmworks)"
4039,Golgo 13 (TV),TV,Manga,50,Finished Airing,False,2008-04-12,2009-03-28,24 min per ep,R+ - Mild Nudity,7.57,12814,1881,3706,47458,254,spring,2008,The Answer Studio,TV Tokyo|Sotsu|Half H.P Studio,Sentai Filmworks,Action|Adventure|Drama|Suspense,Adult Cast,Seinen,"Golgo 13 is not his real name. Then again, neither is Duke Togo, Tadashi Togo, or any number of the aliases he goes by. A man of mystery, not even the world's most prominent intelligence agencies can determine who Golgo really is, or just where he came from. But all agree that his skills are nothing short of legendary.

Armed with a custom M16, Golgo is willing to take any job for any agency, from the FBI to the KGB. He has completed every contract he has ever taken and will work for anyone who can meet his price. He is both the greatest weapon and the greatest threat to any nation; no one is safe once they are in Golgo's sights."
4063,Sekirei,TV,Manga,12,Finished Airing,False,2008-07-02,2008-09-17,23 min per ep,R+ - Mild Nudity,7.02,213294,4880,617,433298,1803,summer,2008,Seven Arcs,Aniplex|Movic,Funimation,Action|Comedy|Romance|Ecchi,Harem|Super Power,Seinen,"Struggling yet brilliant 19-year-old Minato Sahashi has failed his college entrance exams for the second time, resulting in him being regarded as worthless by those around him. However, the course of his seemingly bleak future is altered dramatically when a beautiful, supernatural woman falls from the sky and into his life. That woman, Musubi, is a unique being known as a ""Sekirei,"" a humanoid extraterrestrial with extraordinary abilities. These aliens are known for kissing humans carrying the Ashikabi gene in order to awaken additional latent powers deep within.

Recognizing the potential within the seemingly insignificant youth, Musubi kisses the bewildered Minato, initiating a bond between the two of them. This drags him into the high-stakes world of the Sekirei, where he and his new partner must compete against others in a battle for survival called the ""Sekirei Plan."" However, unbeknownst to the contestants, there is far more at risk that what the competition initially entailed.

"
4080,Kyou kara Maou! 3rd Series,TV,Light novel,39,Finished Airing,False,2008-04-03,2009-02-19,24 min per ep,PG-13 - Teens 13 or older,7.74,14942,1317,4186,37833,134,spring,2008,Studio Deen,NHK|Sogo Vision,Discotek Media,Adventure|Comedy|Fantasy,Isekai,Shoujo,"At the end of season 2. Yuuri defeats Shinou, but since Shinou had been defeated, Yuuri and Murata could no longer go to the Shin Makoku. However, because Yuuri had fought and defeated him, his powers had surpassed that of Shinou's, resulting in him being able to rely on his own power to return to Shin Makoku.

After the ceremony at the age of 16, Yuuri slowly begins to discover that much has happened while he was away. The ten officials of the noble family have decided to make Wolfram the next Maou, but now that Yuuri has returned and taken back his role as Maou, complications arise when one noble disagrees with Yuuri returning to the throne.

In addition, an ancient secret society that threatens the peace of both humans and Mazoku has risen, and a fight for the throne that now leaves the nobles wondering who is the legitimate Maou."
4081,Natsume Yuujinchou,TV,Manga,13,Finished Airing,False,2008-07-08,2008-09-30,24 min per ep,PG-13 - Teens 13 or older,8.3,199941,322,427,587910,16812,summer,2008,Brain's Base,TV Tokyo|Aniplex|Nihon Ad Systems|Hakusensha,NIS America|Crunchyroll,Slice of Life|Supernatural,Iyashikei|Mythology,Shoujo,"Due to an unusual ability to see strange creatures called youkai, Takashi Natsume has never fit in. Passed around from one foster home to another, he was left isolated and lonely. Over time, he has accepted that no one would ever believe him and has closed himself off to his current caretakers and classmates.

When Natsume accidentally breaks an intangible barrier, he frees Madara—a mighty spirit in the form of a lucky cat. Madara notices that Natsume bears a remarkable resemblance to his late grandmother Reiko Natsume, an outcast girl who became known across the youkai world for creating the Book of Friends. It is now in Natsume's possession, along with its power to call upon the written names of the youkai Reiko had defeated. 

With no interest in its powers, Natsume decides to keep the book for the sake of his grandmother's memories and to protect it from scheming youkai. Therefore, he makes a deal with Madara: he will hand him the book once his time is up, and in turn, Madara will "
4151,Mugen no Juunin,TV,Manga,13,Finished Airing,False,2008-07-14,2008-12-29,24 min per ep,R - 17+ (violence & profanity),6.86,27473,5768,2884,73648,156,summer,2008,Bee Train,Production I.G|Pony Canyon|Kodansha|Tokyu Agency,Media Blasters,Action|Adventure|Drama|Supernatural,Gore|Historical|Martial Arts|Samurai,Seinen,"Manji is an infamous swordsman in feudal Japan who is known as the ""Hundred Man Killer,"" as he has killed one hundred innocent men. However, there is something far more frightening than his ominous reputation: the fact that he is immortal. This is the handiwork of eight-hundred-year-old nun Yaobikuni, who placed bloodworms capable of healing almost any wound in Manji's body.

To atone for his crimes, Manji resolves to kill one thousand evil men. Yaobikuni agrees to this proposal, saying that if he succeeds, she will undo his curse of immortality. Soon after this promise, Manji meets Rin Asano, a 16-year-old girl who requests Manji's assistance in killing those who slaughtered her parents.

Initially reluctant, Manji refuses Rin's desperate plea. However, owing to her evident lack of strength, Manji changes his mind and agrees to protect Rin for four years. With this partnership set in stone, the two embark on a perilous journey of bloodshed, vengeance, and redemption, each to fulfill t"
4192,Hayate no Gotoku!!,TV,Manga,25,Finished Airing,False,2009-04-04,2009-09-19,24 min per ep,PG-13 - Teens 13 or older,7.66,59097,1558,2114,119992,472,spring,2009,J.C.Staff,TV Tokyo|Geneon Universal Entertainment|Shogakukan-Shueisha Productions|Shogakukan Music & Digital Entertainment,Sentai Filmworks,Action|Comedy|Romance,Harem|Parody,Shounen,"Hayate Ayasaki's misfortune continues to hand him the short end of the stick. Now settled into his routine at the Sanzenins' mansion and Hakuou Academy, the butler continues to work as hard as ever in caring for his young mistress Nagi while studying the school's grueling curriculum—all on top of trying his best to survive the multitude of troubles that life relentlessly pushes onto him.

The unintentional chick magnet's life is far from quiet, forced to deal not only with Nagi's yet unnoticed infatuation with him, but also the evergrowing string of accidentally seduced girls—most notably, the exceptionally plain Ayumu Nishizawa, a friend of his before he became a butler, and the diligent Hinagiku Katsura, Hakuou's student council president. While one struggles to gain his affection and the other desperately tries to deny her own, both the girls are going to make the boy's life a little more complicated than it already is.

[Written by MAL Rewrite]"
4196,Ikkitousen: Great Guardians,TV,Manga,12,Finished Airing,False,2008-06-11,2008-08-27,24 min per ep,R+ - Mild Nudity,6.7,30759,6774,2883,73658,87,summer,2008,Arms,Genco|Media Factory|AT-X|Showgate|Toranoana,Funimation,Action|Ecchi,Martial Arts|School|Super Power,Seinen,"Hakufu's dreams of participating in new fights and tournaments are put on hold as new obstacles block her path. Her friends have lost faith in her, new enemies appear, and a younger sister she never knew existed suddenly shows up on her doorstep. If Hakufu ever hopes to compete worldwide, she's going to have to deal with her issues at home first. 

(Source: FUNimation)"
4211,Hareluya II Boy,TV,Manga,25,Finished Airing,False,1997-04-08,1997-09-30,23 min per ep,PG-13 - Teens 13 or older,6.98,814,5069,10441,3803,11,spring,1997,Triangle Staff,TV Tokyo,Sentai Filmworks,Action|Comedy|Fantasy,Delinquents|School,Shounen,"Hareluya Hibino has one ambition in life: to conquer the entire world! Despite his tough exterior, he's not a bad person, and when push comes to shove, he'll do his best to help those in need. Together with aspiring painter Kiyoshiro, Hareluya will take on whatever curveballs life may throw his way.

(Source: Sentai Filmworks)"
4214,Rosario to Vampire Capu2,TV,Manga,13,Finished Airing,False,2008-10-02,2008-12-25,24 min per ep,PG-13 - Teens 13 or older,6.88,266432,5651,604,440842,1132,fall,2008,Gonzo,GDH|Yomiko Advertising|Happinet Pictures|Shueisha|Sotsu Music Publishing,Funimation,Comedy|Fantasy|Romance|Ecchi,Harem|School|Vampire,Shounen,"It has been one year since Tsukune Aono enrolled at Youkai Academy, and since then his life has taken an interesting turn. In addition to being the only human at a school for monsters, he has attracted a bevy of beautiful women who want him all for themselves: the sexy succubus Kurumu Kurono; Yukari Sendou, a witch; stalker and yuki-onna Mizore Shirayuki; and Moka Akashiya, a kind vampire who, when her rosary is removed, reveals a darker personality.

But soon, trouble visits Youkai Academy in the form of Moka's younger sister, Kokoa Shuzen. She is furious that her ""true older sister"" is sealed within Moka's rosary, and vows to bring out Moka's darker self. However, Kokoa's thoughtless actions may affect more than just her sister...

[Written by MAL Rewrite]"
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,TV,Manga,12,Finished Airing,False,2008-07-03,2008-09-25,23 min per ep,G - All Ages,7.26,7785,3435,4691,29793,71,summer,2008,HAL Film Maker,TV Asahi|Kids Station|NEC Interchannel|Geneon Entertainment,Sentai Filmworks,Fantasy|Slice of Life,Iyashikei|Urban Fantasy,Shounen,"Get ready for a second magical journey to the world of Someday's Dreamers, where spellcasting is a profession that requires both the proper training AND a license. It's to get that license and fulfill a promise made to her late father that young Sora Suzuki has made the long journey from her distant home in the countryside town of Biei to the big city of Tokyo. It's a daunting challenge, but she's got a little bit of talent, a charming personality and, most important of all, the promise of an internship! What she ISN'T expecting, though, is how different life in the city will be, especially the people themselves. While she gets along with the confident Asagi, Kuroda and the gentle Hiyori, she's completely confused with the mysterious boy Gouta. And yet, as a result of their internships they keep ending up in the same situations and slowly learning to understand more about each other than they ever imagined possible!

(Source: Sentai Filmworks)"
